設定項目番号,選択肢番号,カテゴリー,カスタマイズ項目（目的）,サイト別設定の可否,選択肢,設定方法,設定内容（Firefox 52）,Firefox 45→52での変更,設定内容（Firefox 45）,Firefox 38→45での変更,設定内容（Firefox 38）,設定内容（Firefox 31）,設定内容（Firefox 24）
Privacy-11,5,,,,特定サイトのみ初期状態で永続的に許可する,"1. 「default.permissions」を作成する
2. MCDで設定を反映する","default.permissions:
host<\t>cookie<\t>1<\t>http://example.com
# または
origin<\t>cookie<\t>1<\t>http://example.com

MCD:
lockPref(""""permissions.manager.defaultsUrl"""", """"file://\C:/Program Files (x86)/Mozilla%20Firefox/defaults/default.permissions"""");""",,"default.permissions:
host<\t>cookie<\t>1<\t>http://example.com
# または
origin<\t>cookie<\t>1<\t>http://example.com

MCD:
lockPref(""""permissions.manager.defaultsUrl"""", """"file://\C:/Program Files (x86)/Mozilla%20Firefox/defaults/default.permissions"""");""",新規,,,
Privacy-11,3,,,,セッション中のみ許可する,MCDで設定を反映する,"lockPref(""network.cookie.cookieBehavior"", 0);
lockPref(""network.cookie.lifetimePolicy"", 2);",,"lockPref(""network.cookie.cookieBehavior"", 0);
lockPref(""network.cookie.lifetimePolicy"", 2);",,"lockPref(""network.cookie.cookieBehavior"", 0);
lockPref(""network.cookie.lifetimePolicy"", 2);",,
Privacy-11,4,,,,禁止する,MCDで設定を反映する,"lockPref(""network.cookie.cookieBehavior"", 2);
lockPref(""network.cookie.lifetimePolicy"", 0);",,"lockPref(""network.cookie.cookieBehavior"", 2);
lockPref(""network.cookie.lifetimePolicy"", 0);",,"lockPref(""network.cookie.cookieBehavior"", 2);
lockPref(""network.cookie.lifetimePolicy"", 0);",変更無し,"lockPref(""dom.storage.enabled"", false);"
Privacy-12,1,プライバシー,DOMストレージの利用の可否,○（Cookieとの一括制御）,許可する（既定）,MCDで設定を反映する,"lockPref(""dom.storage.enabled"", true);",,"lockPref(""dom.storage.enabled"", true);",,"lockPref(""dom.storage.enabled"", true);",変更無し,"lockPref(""dom.storage.enabled"", true);"
Privacy-12,2,,,,禁止する,MCDで設定を反映する,"lockPref(""dom.storage.enabled"", false);",,"lockPref(""dom.storage.enabled"", false);",,"lockPref(""dom.storage.enabled"", false);",変更無し,"lockPref(""dom.storage.enabled"", false);"
Privacy-13,1,プライバシー,Indexed DBの利用の可否,○,確認の上で許可する（既定）,MCDで設定を反映する,"lockPref(""dom.indexedDB.enabled"", true);",,"lockPref(""dom.indexedDB.enabled"", true);",,"lockPref(""dom.indexedDB.enabled"", true);",変更無し,"lockPref(""dom.storage.enabled"", true);"
Privacy-13,2,,,,特定サイトのみ確認なしで許可する,"1. アドオン「Permission Auto Registerer」を導入する
2. MCDで設定を反映する","lockPref(""extensions.autopermission.sites.(site)"", ""indexedDB=1"");",,"lockPref(""extensions.autopermission.sites.(site)"", ""indexedDB=1"");",,"lockPref(""extensions.autopermission.sites.(site)"", ""indexedDB=1"");",,
Privacy-13,5,,,,特定サイトのみ初期状態で確認なしで許可する,"1. 「default.permissions」を作成する
2. MCDで設定を反映する","default.permissions:
host<\t>indexedDB<\t>1<\t>http://example.com
# または
origin<\t>indexedDB<\t>1<\t>http://example.com

MCD:
lockPref(""""permissions.manager.defaultsUrl"""", """"file://\C:/Program Files (x86)/Mozilla%20Firefox/defaults/default.permissions"""");""",,"default.permissions:
host<\t>indexedDB<\t>1<\t>http://example.com
# または
origin<\t>indexedDB<\t>1<\t>http://example.com

MCD:
lockPref(""""permissions.manager.defaultsUrl"""", """"file://\C:/Program Files (x86)/Mozilla%20Firefox/defaults/default.permissions"""");""",新規,,,
Privacy-13,3,,,,禁止する,MCDで設定を反映する,"lockPref(""dom.indexedDB.enabled"", false);",,"lockPref(""dom.indexedDB.enabled"", false);",,"lockPref(""dom.indexedDB.enabled"", false);",変更無し,"lockPref(""dom.storage.enabled"", false);"
Privacy-14,1,プライバシー,位置情報の利用の可否,○,確認の上で許可する（既定）,MCDで設定を反映する,"lockPref(""geo.enabled"", true);",,"lockPref(""geo.enabled"", true);",,"lockPref(""geo.enabled"", true);",変更無し,"lockPref(""geo.enabled"", true);"
Privacy-14,2,,,,特定サイトのみ確認なしで許可する,"1. アドオン「Permission Auto Registerer」を導入する
2. MCDで設定を反映する","lockPref(""extensions.autopermission.sites.(site)"", ""geo=1"");",,"lockPref(""extensions.autopermission.sites.(site)"", ""geo=1"");",,"lockPref(""extensions.autopermission.sites.(site)"", ""geo=1"");",,
Privacy-14,4,,,,特定サイトのみ初期状態で確認なしで許可する,"1. 「default.permissions」を作成する
2. MCDで設定を反映する","default.permissions:
host<\t>geo<\t>1<\t>http://example.com
# または
origin<\t>geo<\t>1<\t>http://example.com

MCD:
lockPref(""""permissions.manager.defaultsUrl"""", """"file://\C:/Program Files (x86)/Mozilla%20Firefox/defaults/default.permissions"""");""",,"default.permissions:
host<\t>geo<\t>1<\t>http://example.com
# または
origin<\t>geo<\t>1<\t>http://example.com

MCD:
lockPref(""""permissions.manager.defaultsUrl"""", """"file://\C:/Program Files (x86)/Mozilla%20Firefox/defaults/default.permissions"""");""",新規,,,
Privacy-14,3,,,,禁止する,MCDで設定を反映する,"lockPref(""geo.enabled"", false);",,"lockPref(""geo.enabled"", false);",,"lockPref(""geo.enabled"", false);",変更無し,"lockPref(""geo.enabled"", false);"
Privacy-15,1,プライバシー,検索結果のローカライズ用地域コードの位置情報に基づく推定の可否,-,許可する（既定）,-,-,,-,,-,,
Privacy-15,2,,,,禁止する,MCDで設定を反映する,"lockPref(""browser.search.geoip.url"", """");",,"lockPref(""browser.search.geoip.url"", """");",,"lockPref(""browser.search.geoip.url"", """");",,
Privacy-16,1,プライバシー,DNSの先読みの可否,-,許可する（既定）,MCDで設定を反映する,"lockPref(""network.dns.disablePrefetch"", false);",,"lockPref(""network.dns.disablePrefetch"", false);",,"lockPref(""network.dns.disablePrefetch"", false);",変更無し,"lockPref(""network.dns.disablePrefetch"", false);"
Privacy-16,2,,,,禁止する,MCDで設定を反映する,"lockPref(""network.dns.disablePrefetch"", true);
lockPref(""network.dns.disablePrefetchFromHTTPS"", true);",,"lockPref(""network.dns.disablePrefetch"", true);
lockPref(""network.dns.disablePrefetchFromHTTPS"", true);",○,"lockPref(""network.dns.disablePrefetch"", true);",変更無し,"lockPref(""network.dns.disablePrefetch"", true);"
Privacy-17,1,プライバシー,検索エンジンの候補表示（Suggest）の可否,-,許可する（既定）,MCDで設定を反映する,"lockPref(""browser.search.suggest.enabled"", true);",,"lockPref(""browser.search.suggest.enabled"", true);",,"lockPref(""browser.search.suggest.enabled"", true);",変更無し,"lockPref(""browser.search.suggest.enabled"", true);"
Privacy-17,2,,,,禁止する,"1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""browser.search.suggest.enabled"", false);
lockPref(""browser.urlbar.suggest.searches"", false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #suggestionsInSearchFieldsCheckbox,
  #urlBarSuggestion,
  #locationBarGroup label.text-link {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}
@-moz-document url-prefix(""chrome://browser/content/search/engineManager.xul"") {
  #enableSuggest {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",○,"MCD:
lockPref(""browser.search.suggest.enabled"", false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #suggestionsInSearchFieldsCheckbox,
  #urlBarSuggestion,
  #locationBarGroup label.text-link {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}
@-moz-document url-prefix(""chrome://browser/content/search/engineManager.xul"") {
  #enableSuggest {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",○,"MCD:
lockPref(""browser.search.suggest.enabled"", false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #suggestionsInSearchFieldsCheckbox {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}
@-moz-document url-prefix(""chrome://browser/content/search/engineManager.xul"") {
  #enableSuggest {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}",変更無し,"MCD:
lockPref(""browser.search.suggest.enabled"", false);

globalChrome.css:
@-moz-document url-prefix(""chrome://browser/content/search/engineManager.xul"") {
  #enableSuggest {
    display: none !important;
    -moz-user-focus: ignore !important;
  }
}"
Privacy-18,1,プライバシー,利用状況の統計の保存および送信の可否,-,許可する（既定）,-,-,,-,,-,変更無し,
Privacy-18,2,,,,禁止する,"1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""toolkit.telemetry.enabled"", false);
lockPref(""toolkit.telemetry.infoURL"", """");
lockPref(""toolkit.telemetry.server"", """");
lockPref(""datareporting.healthreport.service.enabled"", false);
lockPref(""datareporting.healthreport.about.reportUrl"", """");
lockPref(""datareporting.healthreport.about.reportUrlUnified"", """");
lockPref(""datareporting.healthreport.documentServerURI"", """");
lockPref(""datareporting.healthreport.infoURL"", """");
lockPref(""datareporting.healthreport.uploadEnabled"", false);
lockPref(""datareporting.policy.dataSubmissionEnabled"", false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #dataChoicesTab,
  #dataChoicesPanel {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""toolkit.telemetry.enabled"", false);
lockPref(""toolkit.telemetry.infoURL"", """");
lockPref(""toolkit.telemetry.server"", """");
lockPref(""datareporting.healthreport.service.enabled"", false);
lockPref(""datareporting.healthreport.about.reportUrl"", """");
lockPref(""datareporting.healthreport.about.reportUrlUnified"", """");
lockPref(""datareporting.healthreport.documentServerURI"", """");
lockPref(""datareporting.healthreport.infoURL"", """");
lockPref(""datareporting.healthreport.uploadEnabled"", false);
lockPref(""datareporting.policy.dataSubmissionEnabled"", false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #dataChoicesTab,
  #dataChoicesPanel {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",○,"MCD:
lockPref(""toolkit.telemetry.enabled"", false);
lockPref(""toolkit.telemetry.infoURL"", """");
lockPref(""toolkit.telemetry.server"", """");
lockPref(""datareporting.healthreport.service.enabled"", false);
lockPref(""datareporting.healthreport.about.reportUrl"", """");
lockPref(""datareporting.healthreport.documentServerURI"", """");
lockPref(""datareporting.healthreport.infoURL"", """");
lockPref(""datareporting.healthreport.uploadEnabled"", false);
lockPref(""datareporting.policy.dataSubmissionEnabled"", false);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #dataChoicesTab,
  #dataChoicesPanel {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",変更無し,"if (typeof getPref(""toolkit.telemetry.prompted"") == ""boolean"")
  clearPref(""toolkit.telemetry.prompted"");
lockPref(""toolkit.telemetry.prompted"", 2);
lockPref(""toolkit.telemetry.rejected"", true);
lockPref(""toolkit.telemetry.enabled"", false);
lockPref(""datareporting.healthreport.service.enabled"", false);
lockPref(""datareporting.healthreport.uploadEnabled"", false);
lockPref(""datareporting.policy.dataSubmissionEnabled"", false);

globalChrome.css:
@-moz-document url-prefix(""chrome://browser/content/preferences/preferences.xul"") {
  #dataChoicesTab,
  #dataChoicesPanel {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}"
Privacy-19,1,プライバシー,セキュリティエラーレポートの送信の可否,-,許可する（既定）,-,-,,-,,-,,
Privacy-19,2,,,,禁止する,MCDで設定を反映する,"lockPref(""security.ssl.errorReporting.automatic"", false);
lockPref(""security.ssl.errorReporting.enabled"", false);
lockPref(""security.ssl.errorReporting.url"", """");",,"lockPref(""security.ssl.errorReporting.automatic"", false);
lockPref(""security.ssl.errorReporting.enabled"", false);
lockPref(""security.ssl.errorReporting.url"", """");",,"lockPref(""security.ssl.errorReporting.automatic"", false);
lockPref(""security.ssl.errorReporting.enabled"", false);
lockPref(""security.ssl.errorReporting.url"", """");",,
Privacy-20,1,プライバシー,「Do Not Track」ヘッダの送出の可否,-,許可で送出する,MCDで設定を反映する,"pref(""privacy.donottrackheader.enabled"", false);",,"pref(""privacy.donottrackheader.enabled"", false);",,"pref(""privacy.donottrackheader.enabled"", false);",変更無し,"pref(""privacy.donottrackheader.enabled"", false);"
Privacy-20,2,,,,禁止で送出する,MCDで設定を反映する,"pref(""privacy.donottrackheader.enabled"", true);",,"pref(""privacy.donottrackheader.enabled"", true);",,"pref(""privacy.donottrackheader.enabled"", true);",変更無し,"pref(""privacy.donottrackheader.enabled"", true);"
Privacy-20,3,,,,一切送出しない（既定）,-,-,,-,,-,,
Privacy-20,4,,,,一切送出しないことを強制,"1. MCDで設定を反映する
2. アドオン「globalChrome.css」を導入する
3. globalChrome.cssで設定を反映する","MCD:
lockPref(""privacy.donottrackheader.enabled"", false);
lockPref(""privacy.donottrackheader.value"", 1);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #trackingGroup {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""privacy.donottrackheader.enabled"", false);
lockPref(""privacy.donottrackheader.value"", 1);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #trackingGroup {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",,"MCD:
lockPref(""privacy.donottrackheader.enabled"", false);
lockPref(""privacy.donottrackheader.value"", 1);

globalChrome.css:
@-moz-document
  url-prefix(""chrome://browser/content/preferences/in-content/preferences.xul""),
  url-prefix(""about:preferences"") {
  #trackingGroup {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}",変更無し,"MCD:
lockPref(""privacy.donottrackheader.enabled"", false);

globalChrome.css:
@-moz-document url-prefix(""chrome://browser/content/preferences/preferences.xul"") {
  #trackingGroup {
    visibility: collapse !important;
    -moz-user-focus: ignore !important;
  }
}"
